state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
WEST VIRGINIA,2012,"STEIN, JILL",OTHER,MOUNTAIN PARTY,4406,670438
WISCONSIN,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1620985,3071434
WISCONSIN,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1410966,3071434
WISCONSIN,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,4930,3071434
WYOMING,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,170962,250701
WYOMING,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,69286,250701
WYOMING,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,5326,250701
WYOMING,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,1452,250701
ALABAMA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1318255,2123372
ALABAMA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,729547,2123372
ALABAMA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,44467,2123372
ALABAMA,2016,"STEIN, JILL",OTHER,GREEN,9391,2123372
ALASKA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,163387,318608
ALASKA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,116454,318608
ALASKA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,18725,318608
ALASKA,2016,"STEIN, JILL",OTHER,GREEN,5735,318608
ALASKA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,3866,318608
ALASKA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,NO PARTY AFFILIATION,1240,318608
ARIZONA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1252401,2573165
ARIZONA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1161167,2573165
ARIZONA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,106327,2573165
ARIZONA,2016,"STEIN, JILL",OTHER,GREEN,34345,2573165
ARIZONA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,1058,2573165
ARIZONA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,29,2573165
ARIZONA,2016,"TITTLE, SHEILA """"SAMM""""",OTHER,WE THE PEOPLE,12,2573165
ARKANSAS,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,684872,1130635
ARKANSAS,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,380494,1130635
ARKANSAS,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,29829,1130635
ARKANSAS,2016,"MCMULLIN, EVAN",OTHER,BETTER FOR AMERICA,13255,1130635
ARKANSAS,2016,"STEIN, JILL",OTHER,GREEN,9473,1130635
ARKANSAS,2016,"HEDGES, JIM",OTHER,PROHIBITION,4709,1130635
ARKANSAS,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,4613,1130635
ARKANSAS,2016,"KAHN, LYNN S.",OTHER,INDEPENDENT,3390,1130635
CALIFORNIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,8753788,14181595
CALIFORNIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,4483810,14181595
CALIFORNIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,478500,14181595
CALIFORNIA,2016,"STEIN, JILL",OTHER,GREEN,278657,14181595
CALIFORNIA,2016,"LA RIVA, GLORIA ESTELLA",OTHER,PEACE & FREEDOM,66101,14181595
COLORADO,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1338870,2780220
COLORADO,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1202484,2780220
COLORADO,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,144121,2780220
COLORADO,2016,"STEIN, JILL",OTHER,GREEN,38437,2780220
COLORADO,2016,SCATTERING,OTHER,UNAFFILIATED,31485,2780220
COLORADO,2016,"CASTLE, DARRELL L.",OTHER,AMERICAN CONSTITUTION PARTY,11699,2780220
COLORADO,2016,"KENISTON, CHRIS",OTHER,VETERANS PARTY OF AMERICA,5028,2780220
COLORADO,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1255,2780220
COLORADO,2016,"KOPITKE, KYLE KENLEY",OTHER,INDEPENDENT AMERICAN,1096,2780220
COLORADO,2016,"MALDONADO, JOSEPH ALLEN",OTHER,INDEPENDENT PEOPLE OF COLORADO,872,2780220
COLORADO,2016,"MATUREN, MICHAEL A.",OTHER,AMERICAN SOLIDARITY PARTY,862,2780220
COLORADO,2016,"SILVA, ROD",OTHER,NUTRITION PARTY,751,2780220
COLORADO,2016,"HOEFLING, TOM",OTHER,AMERICA'S PARTY,710,2780220
COLORADO,2016,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,531,2780220
COLORADO,2016,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS,452,2780220
COLORADO,2016,"KOTLIKOFF, LAURENCE",OTHER,KOTLIKOFF FOR PRESIDENT,392,2780220
COLORADO,2016,"LYTTLE, BRADFORD",OTHER,NONVIOLENT RESISTANCE/PACIFIST,382,2780220
COLORADO,2016,"ATWOOD, FRANK",OTHER,APPROVAL VOTING PARTY,337,2780220
COLORADO,2016,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,SOCIALIST PARTY USA,271,2780220
COLORADO,2016,"HEDGES, JAMES",OTHER,PROHIBITION,185,2780220
CONNECTICUT,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,897572,1644920
CONNECTICUT,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,673215,1644920
CONNECTICUT,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,48676,1644920
CONNECTICUT,2016,"STEIN, JILL",OTHER,GREEN,22841,1644920
DELAWARE,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,235603,441590
DELAWARE,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,185127,441590
DELAWARE,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,14757,441590
DELAWARE,2016,"STEIN, JILL",OTHER,GREEN,6103,441590
DISTRICT OF COLUMBIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,282830,312575
DISTRICT OF COLUMBIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,12723,312575
DISTRICT OF COLUMBIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,4906,312575
DISTRICT OF COLUMBIA,2016,"STEIN, JILL",OTHER,GREEN,4258,312575
FLORIDA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,4617886,9420039
FLORIDA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,4504975,9420039
FLORIDA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,207043,9420039
FLORIDA,2016,"STEIN, JILL",OTHER,GREEN,64399,9420039
FLORIDA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,16475,9420039
FLORIDA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,REFORM PARTY,9108,9420039
GEORGIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2089104,4114732
GEORGIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1877963,4114732
GEORGIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,125306,4114732
HAWAII,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,266891,437664
HAWAII,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,128847,437664
HAWAII,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,15954,437664
HAWAII,2016,"STEIN, JILL",OTHER,GREEN,12737,437664
HAWAII,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,4508,437664
IDAHO,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,409055,690255
IDAHO,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,189765,690255
IDAHO,2016,"MCMULLIN, EVAN",OTHER,INDEPENDENT,60748,690255
IDAHO,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,28331,690255
IDAHO,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,2356,690255
ILLINOIS,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,3090729,5536424
ILLINOIS,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2146015,5536424
ILLINOIS,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,209596,5536424
ILLINOIS,2016,"STEIN, JILL",OTHER,GREEN,76802,5536424
INDIANA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1557286,2734958
INDIANA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1033126,2734958
INDIANA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,133993,2734958
INDIANA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,1937,2734958
INDIANA,2016,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,SOCIALIST PARTY USA,57,2734958
IOWA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,800983,1565580
IOWA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,653669,1565580
IOWA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,59186,1565580
IOWA,2016,"MCMULLIN, EVAN",OTHER,NOMINATED BY PETITION,12366,1565580
IOWA,2016,"STEIN, JILL",OTHER,GREEN,11479,1565580
IOWA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,5335,1565580
IOWA,2016,"KAHN, LYNN S.",OTHER,NEW INDEPENDENT PARTY IOWA,2247,1565580
IOWA,2016,"VACEK, DAN",OTHER,LEGAL MARIJUANA NOW,2246,1565580
IOWA,2016,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,323,1565580
KANSAS,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,671018,1184402
KANSAS,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,427005,1184402
KANSAS,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,55406,1184402
KANSAS,2016,"STEIN, JILL",OTHER,INDEPENDENT,23506,1184402
KENTUCKY,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1202971,1924149
KENTUCKY,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,628854,1924149
KENTUCKY,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,53752,1924149
KENTUCKY,2016,"MCMULLIN, EVAN",OTHER,INDEPENDENT,22780,1924149
KENTUCKY,2016,"STEIN, JILL",OTHER,GREEN,13913,1924149
KENTUCKY,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1128,1924149
LOUISIANA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1178638,2029032
LOUISIANA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,780154,2029032
LOUISIANA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,37978,2029032
LOUISIANA,2016,"STEIN, JILL",OTHER,GREEN,14031,2029032
MAINE,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,357735,771892
MAINE,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,335593,771892
MAINE,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,38105,771892
MAINE,2016,"STEIN, JILL",OTHER,GREEN,14251,771892
MARYLAND,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1677928,2781446
MARYLAND,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,943169,2781446
MARYLAND,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,79605,2781446
MARYLAND,2016,"STEIN, JILL",OTHER,GREEN,35945,2781446
MARYLAND,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,259,2781446
MARYLAND,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,78,2781446
MASSACHUSETTS,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1995196,3378821
MASSACHUSETTS,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1090893,3378821
MASSACHUSETTS,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,138018,3378821
MASSACHUSETTS,2016,"STEIN, JILL",OTHER,GREEN,47661,3378821
MICHIGAN,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2279543,4799284
MICHIGAN,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,2268839,4799284
MICHIGAN,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,172136,4799284
MICHIGAN,2016,"STEIN, JILL",OTHER,GREEN,51463,4799284
MICHIGAN,2016,"CASTLE, DARRELL L.",OTHER,U.S. TAXPAYERS PARTY,16139,4799284
MICHIGAN,2016,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,NATURAL LAW,2209,4799284
MINNESOTA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1367705,2944782
MINNESOTA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1322949,2944782
MINNESOTA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,112972,2944782
MINNESOTA,2016,"MCMULLIN, EVAN",OTHER,INDEPENDENCE,53075,2944782
MINNESOTA,2016,"STEIN, JILL",OTHER,GREEN,36986,2944782
MINNESOTA,2016,"VACEK, DAN",OTHER,LEGAL MARIJUANA NOW,11291,2944782
MINNESOTA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,9456,2944782
MINNESOTA,2016,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS,1671,2944782
MINNESOTA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1430,2944782
MISSISSIPPI,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,700714,1209357
MISSISSIPPI,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,485131,1209357
MISSISSIPPI,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,14435,1209357
MISSISSIPPI,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,3987,1209357
MISSISSIPPI,2016,"STEIN, JILL",OTHER,GREEN,3731,1209357
MISSISSIPPI,2016,"HEDGES, JAMES",OTHER,PROHIBITION,715,1209357
MISSISSIPPI,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,644,1209357
MISSOURI,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1594511,2808605
MISSOURI,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1071068,2808605
MISSOURI,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,97359,2808605
MISSOURI,2016,"STEIN, JILL",OTHER,GREEN,25419,2808605
MISSOURI,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,13092,2808605
MONTANA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,279240,494526
MONTANA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,177709,494526
MONTANA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,28037,494526
MONTANA,2016,"STEIN, JILL",OTHER,GREEN,7970,494526
MONTANA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1570,494526
NEBRASKA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,495961,844227
NEBRASKA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,284494,844227
NEBRASKA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,38946,844227
NEBRASKA,2016,"STEIN, JILL",OTHER,NOMINATED BY PETITION,8775,844227
NEVADA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,539260,1125385
NEVADA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,512058,1125385
NEVADA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,37384,1125385
NEVADA,2016,"KOPITKE, KYLE KENLEY",OTHER,INDEPENDENT AMERICAN,5268,1125385
NEVADA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,NO PARTY AFFILIATION,2552,1125385
NEW HAMPSHIRE,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,348526,744296
NEW HAMPSHIRE,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,345790,744296
NEW HAMPSHIRE,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,30777,744296
NEW HAMPSHIRE,2016,"STEIN, JILL",OTHER,GREEN,6496,744296
NEW HAMPSHIRE,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,678,744296
NEW JERSEY,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,2148278,3874046
NEW JERSEY,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1601933,3874046
NEW JERSEY,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,72477,3874046
NEW JERSEY,2016,"STEIN, JILL",OTHER,GREEN,37772,3874046
NEW JERSEY,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,6161,3874046
NEW JERSEY,2016,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS,2156,3874046
NEW JERSEY,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1838,3874046
NEW JERSEY,2016,"MOOREHEAD, MONICA",OTHER,WORKERS WORLD PARTY,1749,3874046
NEW JERSEY,2016,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1682,3874046
NEW MEXICO,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,385234,798319
NEW MEXICO,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,319667,798319
NEW MEXICO,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,74541,798319
NEW MEXICO,2016,"STEIN, JILL",OTHER,GREEN,9879,798319
NEW MEXICO,2016,"MCMULLIN, EVAN",OTHER,BETTER FOR AMERICA,5825,798319
NEW MEXICO,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,1514,798319
NEW MEXICO,2016,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1184,798319
NEW MEXICO,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,475,798319
NEW YORK,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,4379789,7802084
NEW YORK,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2527142,7802084
NEW YORK,2016,"TRUMP, DONALD J.",OTHER,CONSERVATIVE,292392,7802084
NEW YORK,2016,"CLINTON, HILLARY",OTHER,WORKING FAMILIES,140041,7802084
NEW YORK,2016,"JOHNSON, GARY",OTHER,INDEPENDENCE,119156,7802084
NEW YORK,2016,"STEIN, JILL",OTHER,GREEN,107934,7802084
NEW YORK,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,57442,7802084
NEW YORK,2016,"CLINTON, HILLARY",OTHER,WOMEN'S EQUALITY,36294,7802084
NORTH CAROLINA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2362631,4741564
NORTH CAROLINA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,2189316,4741564
NORTH CAROLINA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,130126,4741564
NORTH DAKOTA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,216794,344360
NORTH DAKOTA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,93758,344360
NORTH DAKOTA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,21434,344360
NORTH DAKOTA,2016,"STEIN, JILL",OTHER,GREEN,3780,344360
NORTH DAKOTA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,1833,344360
NORTH DAKOTA,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,364,344360
OHIO,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2841005,5496487
OHIO,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,2394164,5496487
OHIO,2016,"STEIN, JILL",OTHER,GREEN,46271,5496487
OKLAHOMA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,949136,1452992
OKLAHOMA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,420375,1452992
OKLAHOMA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,83481,1452992
OREGON,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1002106,2001336
OREGON,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,782403,2001336
OREGON,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,94231,2001336
OREGON,2016,"STEIN, JILL",OTHER,GREEN,50002,2001336
PENNSYLVANIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2970733,6115402
PENNSYLVANIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,2926441,6115402
PENNSYLVANIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,146715,6115402
PENNSYLVANIA,2016,"STEIN, JILL",OTHER,GREEN,49941,6115402
PENNSYLVANIA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,21572,6115402
RHODE ISLAND,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,252525,464144
RHODE ISLAND,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,180543,464144
RHODE ISLAND,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,14746,464144
RHODE ISLAND,2016,"STEIN, JILL",OTHER,GREEN,6220,464144
RHODE ISLAND,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,671,464144
SOUTH CAROLINA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1155389,2103027
SOUTH CAROLINA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,855373,2103027
SOUTH CAROLINA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,49204,2103027
SOUTH CAROLINA,2016,"MCMULLIN, EVAN",OTHER,INDEPENDENCE,21016,2103027
SOUTH CAROLINA,2016,"STEIN, JILL",OTHER,GREEN,13034,2103027
SOUTH CAROLINA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,5765,2103027
SOUTH CAROLINA,2016,"SKEWES, PETER",OTHER,AMERICAN,3246,2103027
SOUTH DAKOTA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,227721,370093
SOUTH DAKOTA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,117458,370093
SOUTH DAKOTA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,20850,370093
SOUTH DAKOTA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,4064,370093
TENNESSEE,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1522925,2508027
TENNESSEE,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,870695,2508027
TEXAS,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,4685047,8969226
TEXAS,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,3877868,8969226
TEXAS,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,283492,8969226
TEXAS,2016,"STEIN, JILL",OTHER,GREEN,71558,8969226
UTAH,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,515211,1131317
UTAH,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,310674,1131317
UTAH,2016,"MCMULLIN, EVAN",OTHER,NO PARTY AFFILIATION,255060,1131317
UTAH,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,39608,1131317
UTAH,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,8032,1131317
UTAH,2016,"KOPITKE, KYLE KENLEY",OTHER,INDEPENDENT AMERICAN,2732,1131317
VERMONT,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,178573,320467
VERMONT,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,95369,320467
VERMONT,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,10078,320467
VERMONT,2016,"STEIN, JILL",OTHER,GREEN,6758,320467
VERMONT,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,INDEPENDENT,1063,320467
VERMONT,2016,"LA RIVA, GLORIA ESTELLA",OTHER,LIBERTY UNION PARTY,327,320467
VIRGINIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1981473,3982752
VIRGINIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1769443,3982752
VIRGINIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,118274,3982752
VIRGINIA,2016,"MCMULLIN, EVAN",OTHER,INDEPENDENT,54054,3982752
VIRGINIA,2016,"STEIN, JILL",OTHER,GREEN,27638,3982752
WASHINGTON,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1742718,3317019
WASHINGTON,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1221747,3317019
WASHINGTON,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,160879,3317019
WASHINGTON,2016,"STEIN, JILL",OTHER,GREEN,58417,3317019
WASHINGTON,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,17623,3317019
WASHINGTON,2016,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS,4307,3317019
WASHINGTON,2016,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,3523,3317019
WEST VIRGINIA,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,489371,713051
WEST VIRGINIA,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,188794,713051
WEST VIRGINIA,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,23004,713051
WEST VIRGINIA,2016,"STEIN, JILL",OTHER,GREEN,8075,713051
WEST VIRGINIA,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,3807,713051
WISCONSIN,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1405284,2976150
WISCONSIN,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,1382536,2976150
WISCONSIN,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,106674,2976150
