State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
New York,GDP,Obama 1,Barack Obama,2009-2013,18.1,4.26
New York,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,12.65,3.03
New York,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,8.59,2.11
New York,Total Employment,Obama 1,Barack Obama,2009-2013,5.78,1.42
North Carolina,Real GDP,Obama 1,Barack Obama,2009-2013,5.03,1.24
North Carolina,Real Personal Income,Obama 1,Barack Obama,2009-2013,-0.63,-0.12
North Carolina,Real PCE,Obama 1,Barack Obama,2009-2013,5.39,1.32
North Carolina,GDP,Obama 1,Barack Obama,2009-2013,11.58,2.78
North Carolina,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.96,1.5
North Carolina,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,3.53,0.93
North Carolina,Total Employment,Obama 1,Barack Obama,2009-2013,4.24,1.05
North Dakota,Real GDP,Obama 1,Barack Obama,2009-2013,52.04,11.3
North Dakota,Real Personal Income,Obama 1,Barack Obama,2009-2013,30.72,7.06
North Dakota,Real PCE,Obama 1,Barack Obama,2009-2013,22.3,5.18
North Dakota,GDP,Obama 1,Barack Obama,2009-2013,69.84,14.4
North Dakota,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,35.27,8.06
North Dakota,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,30.26,7.06
North Dakota,Total Employment,Obama 1,Barack Obama,2009-2013,19.16,4.5
Ohio,Real GDP,Obama 1,Barack Obama,2009-2013,9.45,2.29
Ohio,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.33,1.8
Ohio,Real PCE,Obama 1,Barack Obama,2009-2013,6.86,1.68
Ohio,GDP,Obama 1,Barack Obama,2009-2013,16.93,3.99
Ohio,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,14.5,3.46
Ohio,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,12.22,2.94
Ohio,Total Employment,Obama 1,Barack Obama,2009-2013,3.51,0.87
Oklahoma,Real GDP,Obama 1,Barack Obama,2009-2013,12.26,2.95
Oklahoma,Real Personal Income,Obama 1,Barack Obama,2009-2013,13.03,3.12
Oklahoma,Real PCE,Obama 1,Barack Obama,2009-2013,5.1,1.25
Oklahoma,GDP,Obama 1,Barack Obama,2009-2013,24.96,5.73
Oklahoma,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,21.68,5.04
Oklahoma,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,19.88,4.64
Oklahoma,Total Employment,Obama 1,Barack Obama,2009-2013,5.26,1.29
Oregon,Real GDP,Obama 1,Barack Obama,2009-2013,7.15,1.75
Oregon,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.06,1.72
Oregon,Real PCE,Obama 1,Barack Obama,2009-2013,5.3,1.31
Oregon,GDP,Obama 1,Barack Obama,2009-2013,12.33,2.95
Oregon,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.83,2.85
Oregon,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,8.55,2.09
Oregon,Total Employment,Obama 1,Barack Obama,2009-2013,3.25,0.81
Pennsylvania,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.21
Pennsylvania,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.76,2.13
Pennsylvania,Real PCE,Obama 1,Barack Obama,2009-2013,6.87,1.68
Pennsylvania,GDP,Obama 1,Barack Obama,2009-2013,15.41,3.65
Pennsylvania,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,13.49,3.23
Pennsylvania,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.27,2.72
Pennsylvania,Total Employment,Obama 1,Barack Obama,2009-2013,3.5,0.87
Rhode Island,Real GDP,Obama 1,Barack Obama,2009-2013,4.69,1.16
Rhode Island,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.45,1.86
Rhode Island,Real PCE,Obama 1,Barack Obama,2009-2013,4.25,1.05
Rhode Island,GDP,Obama 1,Barack Obama,2009-2013,11.22,2.7
Rhode Island,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.15,2.7
Rhode Island,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,8.58,2.11
Rhode Island,Total Employment,Obama 1,Barack Obama,2009-2013,2.4,0.6
South Carolina,Real GDP,Obama 1,Barack Obama,2009-2013,8.73,2.12
South Carolina,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.03,1.24
South Carolina,Real PCE,Obama 1,Barack Obama,2009-2013,4.56,1.12
South Carolina,GDP,Obama 1,Barack Obama,2009-2013,14.71,3.49
South Carolina,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,12.3,2.96
South Carolina,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,10.09,2.45
South Carolina,Total Employment,Obama 1,Barack Obama,2009-2013,5.62,1.38
South Dakota,Real GDP,Obama 1,Barack Obama,2009-2013,9.84,2.4
South Dakota,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.25,1.37
South Dakota,Real PCE,Obama 1,Barack Obama,2009-2013,5.23,1.29
South Dakota,GDP,Obama 1,Barack Obama,2009-2013,23.87,5.53
South Dakota,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,14.07,3.39
South Dakota,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.43,2.79
South Dakota,Total Employment,Obama 1,Barack Obama,2009-2013,4.45,1.09
Tennessee,Real GDP,Obama 1,Barack Obama,2009-2013,10.8,2.6
Tennessee,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.9,1.45
Tennessee,Real PCE,Obama 1,Barack Obama,2009-2013,3.4,0.84
Tennessee,GDP,Obama 1,Barack Obama,2009-2013,17.32,4.08
Tennessee,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,13.58,3.25
Tennessee,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.55,2.79
Tennessee,Total Employment,Obama 1,Barack Obama,2009-2013,4.71,1.16
Texas,Real GDP,Obama 1,Barack Obama,2009-2013,17.6,4.14
Texas,Real Personal Income,Obama 1,Barack Obama,2009-2013,16.32,3.88
Texas,Real PCE,Obama 1,Barack Obama,2009-2013,11.47,2.76
Texas,GDP,Obama 1,Barack Obama,2009-2013,29.48,6.67
Texas,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,19.24,4.52
Texas,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,16.33,3.88
Texas,Total Employment,Obama 1,Barack Obama,2009-2013,9.36,2.27
Utah,Real GDP,Obama 1,Barack Obama,2009-2013,10.74,2.59
Utah,Real Personal Income,Obama 1,Barack Obama,2009-2013,14.27,3.4
Utah,Real PCE,Obama 1,Barack Obama,2009-2013,10.58,2.56
Utah,GDP,Obama 1,Barack Obama,2009-2013,18.9,4.43
Utah,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,13.59,3.26
Utah,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.34,2.74
Utah,Total Employment,Obama 1,Barack Obama,2009-2013,7.31,1.79
Vermont,Real GDP,Obama 1,Barack Obama,2009-2013,6.52,1.61
Vermont,Real Personal Income,Obama 1,Barack Obama,2009-2013,6.81,1.68
Vermont,Real PCE,Obama 1,Barack Obama,2009-2013,6.77,1.66
Vermont,GDP,Obama 1,Barack Obama,2009-2013,12.42,2.98
Vermont,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,12.24,2.94
Vermont,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,10.0,2.42
Vermont,Total Employment,Obama 1,Barack Obama,2009-2013,2.6,0.65
Virginia,Real GDP,Obama 1,Barack Obama,2009-2013,6.23,1.53
Virginia,Real Personal Income,Obama 1,Barack Obama,2009-2013,4.71,1.19
Virginia,Real PCE,Obama 1,Barack Obama,2009-2013,4.36,1.08
Virginia,GDP,Obama 1,Barack Obama,2009-2013,11.46,2.75
Virginia,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.31,2.28
Virginia,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,6.92,1.72
Virginia,Total Employment,Obama 1,Barack Obama,2009-2013,2.95,0.73
Washington,Real GDP,Obama 1,Barack Obama,2009-2013,12.45,2.98
Washington,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.91,3.1
Washington,Real PCE,Obama 1,Barack Obama,2009-2013,10.05,2.43
Washington,GDP,Obama 1,Barack Obama,2009-2013,19.14,4.48
Washington,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,13.86,3.32
Washington,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,10.88,2.65
Washington,Total Employment,Obama 1,Barack Obama,2009-2013,4.62,1.14
West Virginia,Real GDP,Obama 1,Barack Obama,2009-2013,4.32,1.07
West Virginia,Real Personal Income,Obama 1,Barack Obama,2009-2013,-0.69,-0.15
West Virginia,Real PCE,Obama 1,Barack Obama,2009-2013,1.83,0.46
West Virginia,GDP,Obama 1,Barack Obama,2009-2013,12.05,2.89
West Virginia,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.86,2.63
West Virginia,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.57,2.33
West Virginia,Total Employment,Obama 1,Barack Obama,2009-2013,1.69,0.42
Wisconsin,Real GDP,Obama 1,Barack Obama,2009-2013,8.75,2.13
Wisconsin,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.88,1.45
Wisconsin,Real PCE,Obama 1,Barack Obama,2009-2013,4.35,1.08
Wisconsin,GDP,Obama 1,Barack Obama,2009-2013,15.21,3.6
Wisconsin,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.93,2.87
Wisconsin,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.64,2.35
Wisconsin,Total Employment,Obama 1,Barack Obama,2009-2013,2.75,0.68
Wyoming,Real GDP,Obama 1,Barack Obama,2009-2013,-5.4,-1.36
Wyoming,Real Personal Income,Obama 1,Barack Obama,2009-2013,13.55,3.29
Wyoming,Real PCE,Obama 1,Barack Obama,2009-2013,7.73,1.89
Wyoming,GDP,Obama 1,Barack Obama,2009-2013,8.5,2.1
Wyoming,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,18.74,4.46
Wyoming,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,14.77,3.57
Wyoming,Total Employment,Obama 1,Barack Obama,2009-2013,3.36,0.83
United States,Real GDP,Obama 2,Barack Obama,2013-2017,10.11,2.44
United States,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.46,3.21
United States,Real PCE,Obama 2,Barack Obama,2013-2017,11.78,2.82
United States,GDP,Obama 2,Barack Obama,2013-2017,16.18,3.82
United States,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.87,3.53
United States,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.39,3.42
United States,Total Employment,Obama 2,Barack Obama,2013-2017,7.71,1.88
Alabama,Real GDP,Obama 2,Barack Obama,2013-2017,4.66,1.15
Alabama,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.48,2.3
Alabama,Real PCE,Obama 2,Barack Obama,2013-2017,9.01,2.18
Alabama,GDP,Obama 2,Barack Obama,2013-2017,11.67,2.8
Alabama,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,11.93,2.86
Alabama,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,11.65,2.8
Alabama,Total Employment,Obama 2,Barack Obama,2013-2017,5.0,1.23
Alaska,Real GDP,Obama 2,Barack Obama,2013-2017,-1.97,-0.49
Alaska,Real Personal Income,Obama 2,Barack Obama,2013-2017,1.46,0.4
Alaska,Real PCE,Obama 2,Barack Obama,2013-2017,2.81,0.7
Alaska,GDP,Obama 2,Barack Obama,2013-2017,-6.92,-1.66
Alaska,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,8.13,2.01
Alaska,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,8.92,2.19
Alaska,Total Employment,Obama 2,Barack Obama,2013-2017,-1.23,-0.31
Arizona,Real GDP,Obama 2,Barack Obama,2013-2017,11.46,2.76
Arizona,Real Personal Income,Obama 2,Barack Obama,2013-2017,18.42,4.32
Arizona,Real PCE,Obama 2,Barack Obama,2013-2017,15.06,3.57
Arizona,GDP,Obama 2,Barack Obama,2013-2017,19.53,4.57
Arizona,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,17.17,4.04
Arizona,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,16.61,3.92
Arizona,Total Employment,Obama 2,Barack Obama,2013-2017,10.97,2.64
Arkansas,Real GDP,Obama 2,Barack Obama,2013-2017,3.37,0.83
Arkansas,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.79,2.83
Arkansas,Real PCE,Obama 2,Barack Obama,2013-2017,11.33,2.72
Arkansas,GDP,Obama 2,Barack Obama,2013-2017,8.65,2.1
Arkansas,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.1,3.36
Arkansas,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.87,3.31
Arkansas,Total Employment,Obama 2,Barack Obama,2013-2017,4.5,1.11
California,Real GDP,Obama 2,Barack Obama,2013-2017,17.1,4.03
California,Real Personal Income,Obama 2,Barack Obama,2013-2017,18.15,4.27
California,Real PCE,Obama 2,Barack Obama,2013-2017,14.09,3.35
California,GDP,Obama 2,Barack Obama,2013-2017,23.26,5.37
California,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,21.09,4.9
California,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,20.04,4.67
California,Total Employment,Obama 2,Barack Obama,2013-2017,10.46,2.52
Colorado,Real GDP,Obama 2,Barack Obama,2013-2017,16.16,3.82
Colorado,Real Personal Income,Obama 2,Barack Obama,2013-2017,17.56,4.15
Colorado,Real PCE,Obama 2,Barack Obama,2013-2017,19.57,4.57
Colorado,GDP,Obama 2,Barack Obama,2013-2017,20.24,4.72
Colorado,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,15.06,3.6
Colorado,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.11,3.4
Colorado,Total Employment,Obama 2,Barack Obama,2013-2017,12.02,2.88
Connecticut,Real GDP,Obama 2,Barack Obama,2013-2017,5.78,1.42
Connecticut,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.38,1.8
Connecticut,Real PCE,Obama 2,Barack Obama,2013-2017,7.52,1.83
Connecticut,GDP,Obama 2,Barack Obama,2013-2017,13.85,3.31
Connecticut,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,11.53,2.77
Connecticut,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.34,2.95
Connecticut,Total Employment,Obama 2,Barack Obama,2013-2017,2.39,0.59
Delaware,Real GDP,Obama 2,Barack Obama,2013-2017,1.31,0.46
Delaware,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.36,3.21
Delaware,Real PCE,Obama 2,Barack Obama,2013-2017,9.34,2.26
Delaware,GDP,Obama 2,Barack Obama,2013-2017,12.08,3.03
Delaware,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.78,3.28
Delaware,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.32,3.18
Delaware,Total Employment,Obama 2,Barack Obama,2013-2017,7.34,1.79
District of Columbia,Real GDP,Obama 2,Barack Obama,2013-2017,8.22,2.0
District of Columbia,Real Personal Income,Obama 2,Barack Obama,2013-2017,23.99,5.54
District of Columbia,Real PCE,Obama 2,Barack Obama,2013-2017,14.86,3.53
District of Columbia,GDP,Obama 2,Barack Obama,2013-2017,16.95,3.99
District of Columbia,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,18.67,4.38
District of Columbia,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,18.67,4.38
District of Columbia,Total Employment,Obama 2,Barack Obama,2013-2017,6.44,1.57
Florida,Real GDP,Obama 2,Barack Obama,2013-2017,15.3,3.63
Florida,Real Personal Income,Obama 2,Barack Obama,2013-2017,21.81,5.06
Florida,Real PCE,Obama 2,Barack Obama,2013-2017,16.23,3.83
Florida,GDP,Obama 2,Barack Obama,2013-2017,23.81,5.49
Florida,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,18.92,4.44
Florida,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,16.77,3.95
Florida,Total Employment,Obama 2,Barack Obama,2013-2017,14.79,3.51
Georgia,Real GDP,Obama 2,Barack Obama,2013-2017,16.73,3.94
Georgia,Real Personal Income,Obama 2,Barack Obama,2013-2017,19.2,4.5
Georgia,Real PCE,Obama 2,Barack Obama,2013-2017,14.3,3.4
Georgia,GDP,Obama 2,Barack Obama,2013-2017,24.81,5.7
Georgia,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,19.61,4.58
Georgia,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,19.06,4.46
Georgia,Total Employment,Obama 2,Barack Obama,2013-2017,11.48,2.75
Hawaii,Real GDP,Obama 2,Barack Obama,2013-2017,8.57,2.08
Hawaii,Real Personal Income,Obama 2,Barack Obama,2013-2017,15.83,3.75
Hawaii,Real PCE,Obama 2,Barack Obama,2013-2017,11.09,2.67
Hawaii,GDP,Obama 2,Barack Obama,2013-2017,17.21,4.05
Hawaii,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,15.95,3.77
Hawaii,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.83,3.52
Hawaii,Total Employment,Obama 2,Barack Obama,2013-2017,6.1,1.49
Idaho,Real GDP,Obama 2,Barack Obama,2013-2017,12.61,3.02
Idaho,Real Personal Income,Obama 2,Barack Obama,2013-2017,17.5,4.12
Idaho,Real PCE,Obama 2,Barack Obama,2013-2017,13.95,3.33
Idaho,GDP,Obama 2,Barack Obama,2013-2017,18.19,4.27
Idaho,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,15.4,3.65
Idaho,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.5,3.45
Idaho,Total Employment,Obama 2,Barack Obama,2013-2017,11.61,2.78
Illinois,Real GDP,Obama 2,Barack Obama,2013-2017,4.7,1.16
Illinois,Real Personal Income,Obama 2,Barack Obama,2013-2017,8.49,2.08
Illinois,Real PCE,Obama 2,Barack Obama,2013-2017,8.46,2.06
Illinois,GDP,Obama 2,Barack Obama,2013-2017,12.11,2.9
Illinois,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.52,3.23
Illinois,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.21,3.38
Illinois,Total Employment,Obama 2,Barack Obama,2013-2017,4.26,1.05
Indiana,Real GDP,Obama 2,Barack Obama,2013-2017,7.3,1.79
Indiana,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.56,3.01
Indiana,Real PCE,Obama 2,Barack Obama,2013-2017,12.76,3.05
Indiana,GDP,Obama 2,Barack Obama,2013-2017,14.06,3.35
Indiana,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.02,3.11
Indiana,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.01,3.11
Indiana,Total Employment,Obama 2,Barack Obama,2013-2017,5.95,1.46
Iowa,Real GDP,Obama 2,Barack Obama,2013-2017,9.39,2.29
Iowa,Real Personal Income,Obama 2,Barack Obama,2013-2017,8.29,2.03
Iowa,Real PCE,Obama 2,Barack Obama,2013-2017,10.6,2.55
Iowa,GDP,Obama 2,Barack Obama,2013-2017,15.21,3.63
Iowa,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,8.73,2.12
Iowa,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,8.5,2.07
Iowa,Total Employment,Obama 2,Barack Obama,2013-2017,2.1,0.52
Kansas,Real GDP,Obama 2,Barack Obama,2013-2017,10.33,2.49
Kansas,Real Personal Income,Obama 2,Barack Obama,2013-2017,3.44,0.85
Kansas,Real PCE,Obama 2,Barack Obama,2013-2017,8.01,1.95
Kansas,GDP,Obama 2,Barack Obama,2013-2017,14.67,3.48
Kansas,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,5.7,1.4
Kansas,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,5.78,1.42
Kansas,Total Employment,Obama 2,Barack Obama,2013-2017,2.38,0.59
Kentucky,Real GDP,Obama 2,Barack Obama,2013-2017,3.49,0.86
Kentucky,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.8,2.61
Kentucky,Real PCE,Obama 2,Barack Obama,2013-2017,10.83,2.61
Kentucky,GDP,Obama 2,Barack Obama,2013-2017,10.08,2.43
Kentucky,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,12.99,3.11
Kentucky,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.52,3.0
Kentucky,Total Employment,Obama 2,Barack Obama,2013-2017,4.67,1.15
Louisiana,Real GDP,Obama 2,Barack Obama,2013-2017,1.42,0.37
Louisiana,Real Personal Income,Obama 2,Barack Obama,2013-2017,3.37,0.85
Louisiana,Real PCE,Obama 2,Barack Obama,2013-2017,8.06,1.96
Louisiana,GDP,Obama 2,Barack Obama,2013-2017,3.53,0.94
Louisiana,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,6.07,1.5
Louisiana,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,6.59,1.63
Louisiana,Total Employment,Obama 2,Barack Obama,2013-2017,1.91,0.48
Maine,Real GDP,Obama 2,Barack Obama,2013-2017,6.76,1.65
Maine,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.08,2.94
Maine,Real PCE,Obama 2,Barack Obama,2013-2017,11.27,2.74
Maine,GDP,Obama 2,Barack Obama,2013-2017,14.7,3.49
Maine,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.91,3.54
Maine,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.67,3.48
Maine,Total Employment,Obama 2,Barack Obama,2013-2017,3.82,0.94
Maryland,Real GDP,Obama 2,Barack Obama,2013-2017,9.62,2.33
Maryland,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.24,2.93
Maryland,Real PCE,Obama 2,Barack Obama,2013-2017,8.76,2.12
Maryland,GDP,Obama 2,Barack Obama,2013-2017,17.6,4.14
Maryland,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,12.28,2.94
Maryland,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.04,2.88
Maryland,Total Employment,Obama 2,Barack Obama,2013-2017,5.81,1.42
Massachusetts,Real GDP,Obama 2,Barack Obama,2013-2017,8.86,2.15
Massachusetts,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.97,2.89
Massachusetts,Real PCE,Obama 2,Barack Obama,2013-2017,7.79,1.91
Massachusetts,GDP,Obama 2,Barack Obama,2013-2017,17.13,4.04
Massachusetts,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,17.72,4.17
Massachusetts,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,17.37,4.09
Massachusetts,Total Employment,Obama 2,Barack Obama,2013-2017,9.76,2.36
Michigan,Real GDP,Obama 2,Barack Obama,2013-2017,6.84,1.67
Michigan,Real Personal Income,Obama 2,Barack Obama,2013-2017,14.64,3.5
Michigan,Real PCE,Obama 2,Barack Obama,2013-2017,14.21,3.38
Michigan,GDP,Obama 2,Barack Obama,2013-2017,14.41,3.43
Michigan,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,15.2,3.61
Michigan,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,14.71,3.49
Michigan,Total Employment,Obama 2,Barack Obama,2013-2017,5.79,1.42
Minnesota,Real GDP,Obama 2,Barack Obama,2013-2017,7.56,1.84
Minnesota,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.19,3.16
Minnesota,Real PCE,Obama 2,Barack Obama,2013-2017,11.08,2.66
Minnesota,GDP,Obama 2,Barack Obama,2013-2017,13.78,3.28
Minnesota,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.52,3.23
Minnesota,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.1,3.13
Minnesota,Total Employment,Obama 2,Barack Obama,2013-2017,5.07,1.24
Mississippi,Real GDP,Obama 2,Barack Obama,2013-2017,1.15,0.29
Mississippi,Real Personal Income,Obama 2,Barack Obama,2013-2017,4.34,1.07
Mississippi,Real PCE,Obama 2,Barack Obama,2013-2017,6.94,1.7
Mississippi,GDP,Obama 2,Barack Obama,2013-2017,7.03,1.71
Mississippi,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.66,1.86
Mississippi,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,7.72,1.88
Mississippi,Total Employment,Obama 2,Barack Obama,2013-2017,3.89,0.96
Missouri,Real GDP,Obama 2,Barack Obama,2013-2017,3.06,0.76
Missouri,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.57,2.32
Missouri,Real PCE,Obama 2,Barack Obama,2013-2017,8.84,2.15
Missouri,GDP,Obama 2,Barack Obama,2013-2017,10.12,2.44
Missouri,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,11.61,2.79
Missouri,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,11.24,2.7
Missouri,Total Employment,Obama 2,Barack Obama,2013-2017,4.77,1.17
Montana,Real GDP,Obama 2,Barack Obama,2013-2017,7.44,1.83
Montana,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.22,2.7
Montana,Real PCE,Obama 2,Barack Obama,2013-2017,8.05,1.96
Montana,GDP,Obama 2,Barack Obama,2013-2017,11.21,2.73
Montana,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.02,3.12
Montana,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.76,3.06
Montana,Total Employment,Obama 2,Barack Obama,2013-2017,5.04,1.24
Nebraska,Real GDP,Obama 2,Barack Obama,2013-2017,10.63,2.56
Nebraska,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.24,2.27
Nebraska,Real PCE,Obama 2,Barack Obama,2013-2017,11.95,2.86
Nebraska,GDP,Obama 2,Barack Obama,2013-2017,14.89,3.54
Nebraska,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.88,1.95
Nebraska,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,7.87,1.95
Nebraska,Total Employment,Obama 2,Barack Obama,2013-2017,4.06,1.0
Nevada,Real GDP,Obama 2,Barack Obama,2013-2017,12.9,3.09
Nevada,Real Personal Income,Obama 2,Barack Obama,2013-2017,22.22,5.17
Nevada,Real PCE,Obama 2,Barack Obama,2013-2017,16.34,3.86
Nevada,GDP,Obama 2,Barack Obama,2013-2017,22.16,5.14
Nevada,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,19.48,4.56
Nevada,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,19.35,4.54
Nevada,Total Employment,Obama 2,Barack Obama,2013-2017,14.05,3.34
New Hampshire,Real GDP,Obama 2,Barack Obama,2013-2017,7.52,1.83
New Hampshire,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.26,2.24
New Hampshire,Real PCE,Obama 2,Barack Obama,2013-2017,6.97,1.7
New Hampshire,GDP,Obama 2,Barack Obama,2013-2017,14.5,3.45
New Hampshire,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.78,3.51
