State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
Kansas,Real Per Capita PCE,Trump,Donald Trump,2017-2021,6.87,1.73
Kansas,Total Employment,Trump,Donald Trump,2017-2021,0.35,0.1
Kentucky,Real GDP,Trump,Donald Trump,2017-2021,5.68,1.43
Kentucky,Real Personal Income,Trump,Donald Trump,2017-2021,19.41,4.56
Kentucky,Real PCE,Trump,Donald Trump,2017-2021,11.47,2.81
Kentucky,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.56,4.37
Kentucky,Real Per Capita PCE,Trump,Donald Trump,2017-2021,10.68,2.63
Kentucky,Total Employment,Trump,Donald Trump,2017-2021,1.44,0.39
Louisiana,Real GDP,Trump,Donald Trump,2017-2021,-0.83,-0.12
Louisiana,Real Personal Income,Trump,Donald Trump,2017-2021,15.92,3.77
Louisiana,Real PCE,Trump,Donald Trump,2017-2021,9.22,2.29
Louisiana,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,17.21,4.06
Louisiana,Real Per Capita PCE,Trump,Donald Trump,2017-2021,10.43,2.58
Louisiana,Total Employment,Trump,Donald Trump,2017-2021,0.05,0.06
Maine,Real GDP,Trump,Donald Trump,2017-2021,12.92,3.1
Maine,Real Personal Income,Trump,Donald Trump,2017-2021,21.59,5.02
Maine,Real PCE,Trump,Donald Trump,2017-2021,13.15,3.24
Maine,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.6,4.37
Maine,Real Per Capita PCE,Trump,Donald Trump,2017-2021,10.37,2.59
Maine,Total Employment,Trump,Donald Trump,2017-2021,1.79,0.49
Maryland,Real GDP,Trump,Donald Trump,2017-2021,1.81,0.49
Maryland,Real Personal Income,Trump,Donald Trump,2017-2021,10.54,2.54
Maryland,Real PCE,Trump,Donald Trump,2017-2021,5.38,1.42
Maryland,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,9.43,2.28
Maryland,Real Per Capita PCE,Trump,Donald Trump,2017-2021,4.32,1.17
Maryland,Total Employment,Trump,Donald Trump,2017-2021,1.44,0.39
Massachusetts,Real GDP,Trump,Donald Trump,2017-2021,12.41,3.0
Massachusetts,Real Personal Income,Trump,Donald Trump,2017-2021,17.49,4.12
Massachusetts,Real PCE,Trump,Donald Trump,2017-2021,8.26,2.18
Massachusetts,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,16.92,4.0
Massachusetts,Real Per Capita PCE,Trump,Donald Trump,2017-2021,7.74,2.05
Massachusetts,Total Employment,Trump,Donald Trump,2017-2021,-0.02,0.06
Michigan,Real GDP,Trump,Donald Trump,2017-2021,5.0,1.28
Michigan,Real Personal Income,Trump,Donald Trump,2017-2021,13.32,3.23
Michigan,Real PCE,Trump,Donald Trump,2017-2021,5.66,1.45
Michigan,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.46,3.26
Michigan,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.79,1.49
Michigan,Total Employment,Trump,Donald Trump,2017-2021,-0.51,-0.06
Minnesota,Real GDP,Trump,Donald Trump,2017-2021,6.55,1.65
Minnesota,Real Personal Income,Trump,Donald Trump,2017-2021,15.41,3.67
Minnesota,Real PCE,Trump,Donald Trump,2017-2021,3.62,0.98
Minnesota,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.13,3.16
Minnesota,Real Per Capita PCE,Trump,Donald Trump,2017-2021,1.58,0.48
Minnesota,Total Employment,Trump,Donald Trump,2017-2021,-0.66,-0.12
Mississippi,Real GDP,Trump,Donald Trump,2017-2021,4.89,1.22
Mississippi,Real Personal Income,Trump,Donald Trump,2017-2021,18.34,4.33
Mississippi,Real PCE,Trump,Donald Trump,2017-2021,9.91,2.42
Mississippi,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,19.69,4.63
Mississippi,Real Per Capita PCE,Trump,Donald Trump,2017-2021,11.17,2.71
Mississippi,Total Employment,Trump,Donald Trump,2017-2021,2.03,0.52
Missouri,Real GDP,Trump,Donald Trump,2017-2021,6.52,1.62
Missouri,Real Personal Income,Trump,Donald Trump,2017-2021,16.74,3.97
Missouri,Real PCE,Trump,Donald Trump,2017-2021,8.0,2.0
Missouri,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,15.67,3.73
Missouri,Real Per Capita PCE,Trump,Donald Trump,2017-2021,7.01,1.77
Missouri,Total Employment,Trump,Donald Trump,2017-2021,1.52,0.39
Montana,Real GDP,Trump,Donald Trump,2017-2021,9.97,2.44
Montana,Real Personal Income,Trump,Donald Trump,2017-2021,28.58,6.53
Montana,Real PCE,Trump,Donald Trump,2017-2021,20.34,4.85
Montana,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.96,5.34
Montana,Real Per Capita PCE,Trump,Donald Trump,2017-2021,15.08,3.67
Montana,Total Employment,Trump,Donald Trump,2017-2021,6.01,1.49
Nebraska,Real GDP,Trump,Donald Trump,2017-2021,9.51,2.33
Nebraska,Real Personal Income,Trump,Donald Trump,2017-2021,16.72,3.99
Nebraska,Real PCE,Trump,Donald Trump,2017-2021,7.09,1.83
Nebraska,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.94,3.6
Nebraska,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.46,1.45
Nebraska,Total Employment,Trump,Donald Trump,2017-2021,1.27,0.33
Nevada,Real GDP,Trump,Donald Trump,2017-2021,11.81,2.98
Nevada,Real Personal Income,Trump,Donald Trump,2017-2021,32.26,7.27
Nevada,Real PCE,Trump,Donald Trump,2017-2021,21.75,5.18
Nevada,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.23,5.61
Nevada,Real Per Capita PCE,Trump,Donald Trump,2017-2021,14.36,3.56
Nevada,Total Employment,Trump,Donald Trump,2017-2021,7.42,1.93
New Hampshire,Real GDP,Trump,Donald Trump,2017-2021,10.8,2.66
New Hampshire,Real Personal Income,Trump,Donald Trump,2017-2021,22.95,5.31
New Hampshire,Real PCE,Trump,Donald Trump,2017-2021,11.64,2.89
New Hampshire,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,20.42,4.77
New Hampshire,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.35,2.35
New Hampshire,Total Employment,Trump,Donald Trump,2017-2021,1.38,0.38
New Jersey,Real GDP,Trump,Donald Trump,2017-2021,7.18,1.81
New Jersey,Real Personal Income,Trump,Donald Trump,2017-2021,14.35,3.42
New Jersey,Real PCE,Trump,Donald Trump,2017-2021,10.74,2.71
New Jersey,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.18,3.16
New Jersey,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.61,2.45
New Jersey,Total Employment,Trump,Donald Trump,2017-2021,2.5,0.68
New Mexico,Real GDP,Trump,Donald Trump,2017-2021,8.27,2.05
New Mexico,Real Personal Income,Trump,Donald Trump,2017-2021,27.37,6.25
New Mexico,Real PCE,Trump,Donald Trump,2017-2021,16.78,4.11
New Mexico,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.41,6.06
New Mexico,Real Per Capita PCE,Trump,Donald Trump,2017-2021,15.91,3.93
New Mexico,Total Employment,Trump,Donald Trump,2017-2021,-0.39,-0.07
New York,Real GDP,Trump,Donald Trump,2017-2021,6.86,1.71
New York,Real Personal Income,Trump,Donald Trump,2017-2021,10.61,2.56
New York,Real PCE,Trump,Donald Trump,2017-2021,6.1,1.6
New York,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,12.49,2.99
New York,Real Per Capita PCE,Trump,Donald Trump,2017-2021,7.89,2.03
New York,Total Employment,Trump,Donald Trump,2017-2021,-1.33,-0.26
North Carolina,Real GDP,Trump,Donald Trump,2017-2021,9.77,2.39
North Carolina,Real Personal Income,Trump,Donald Trump,2017-2021,21.93,5.1
North Carolina,Real PCE,Trump,Donald Trump,2017-2021,15.45,3.69
North Carolina,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,17.41,4.11
North Carolina,Real Per Capita PCE,Trump,Donald Trump,2017-2021,11.17,2.71
North Carolina,Total Employment,Trump,Donald Trump,2017-2021,6.73,1.66
North Dakota,Real GDP,Trump,Donald Trump,2017-2021,-0.2,0.02
North Dakota,Real Personal Income,Trump,Donald Trump,2017-2021,15.56,3.73
North Dakota,Real PCE,Trump,Donald Trump,2017-2021,4.08,1.05
North Dakota,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.88,3.36
North Dakota,Real Per Capita PCE,Trump,Donald Trump,2017-2021,2.57,0.69
North Dakota,Total Employment,Trump,Donald Trump,2017-2021,-0.98,-0.23
Ohio,Real GDP,Trump,Donald Trump,2017-2021,5.87,1.48
Ohio,Real Personal Income,Trump,Donald Trump,2017-2021,14.0,3.36
Ohio,Real PCE,Trump,Donald Trump,2017-2021,6.7,1.68
Ohio,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.73,3.3
Ohio,Real Per Capita PCE,Trump,Donald Trump,2017-2021,6.45,1.62
Ohio,Total Employment,Trump,Donald Trump,2017-2021,0.86,0.24
Oklahoma,Real GDP,Trump,Donald Trump,2017-2021,0.83,0.24
Oklahoma,Real Personal Income,Trump,Donald Trump,2017-2021,17.34,4.08
Oklahoma,Real PCE,Trump,Donald Trump,2017-2021,11.02,2.71
Oklahoma,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,15.25,3.62
Oklahoma,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.04,2.25
Oklahoma,Total Employment,Trump,Donald Trump,2017-2021,0.85,0.22
Oregon,Real GDP,Trump,Donald Trump,2017-2021,10.99,2.67
Oregon,Real Personal Income,Trump,Donald Trump,2017-2021,21.44,5.01
Oregon,Real PCE,Trump,Donald Trump,2017-2021,11.38,2.8
Oregon,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.32,4.33
Oregon,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.52,2.14
Oregon,Total Employment,Trump,Donald Trump,2017-2021,1.71,0.45
Pennsylvania,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
Pennsylvania,Real Personal Income,Trump,Donald Trump,2017-2021,16.93,4.0
Pennsylvania,Real PCE,Trump,Donald Trump,2017-2021,10.21,2.55
Pennsylvania,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,16.31,3.86
Pennsylvania,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.63,2.42
Pennsylvania,Total Employment,Trump,Donald Trump,2017-2021,-0.18,-0.0
Rhode Island,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
Rhode Island,Real Personal Income,Trump,Donald Trump,2017-2021,16.11,3.83
Rhode Island,Real PCE,Trump,Donald Trump,2017-2021,10.96,2.69
Rhode Island,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.82,3.54
Rhode Island,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.72,2.41
Rhode Island,Total Employment,Trump,Donald Trump,2017-2021,0.21,0.11
South Carolina,Real GDP,Trump,Donald Trump,2017-2021,9.25,2.27
South Carolina,Real Personal Income,Trump,Donald Trump,2017-2021,19.55,4.58
South Carolina,Real PCE,Trump,Donald Trump,2017-2021,13.95,3.34
South Carolina,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.3,3.41
South Carolina,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.94,2.19
South Carolina,Total Employment,Trump,Donald Trump,2017-2021,6.46,1.6
South Dakota,Real GDP,Trump,Donald Trump,2017-2021,7.56,1.86
South Dakota,Real Personal Income,Trump,Donald Trump,2017-2021,24.2,5.68
South Dakota,Real PCE,Trump,Donald Trump,2017-2021,8.99,2.27
South Dakota,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,20.57,4.9
South Dakota,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.81,1.51
South Dakota,Total Employment,Trump,Donald Trump,2017-2021,3.95,0.98
Tennessee,Real GDP,Trump,Donald Trump,2017-2021,12.61,3.07
Tennessee,Real Personal Income,Trump,Donald Trump,2017-2021,26.1,5.99
Tennessee,Real PCE,Trump,Donald Trump,2017-2021,17.34,4.15
Tennessee,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.04,5.12
Tennessee,Real Per Capita PCE,Trump,Donald Trump,2017-2021,13.56,3.3
Tennessee,Total Employment,Trump,Donald Trump,2017-2021,6.58,1.63
Texas,Real GDP,Trump,Donald Trump,2017-2021,12.7,3.08
Texas,Real Personal Income,Trump,Donald Trump,2017-2021,18.12,4.27
Texas,Real PCE,Trump,Donald Trump,2017-2021,14.11,3.44
Texas,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,12.65,3.04
Texas,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.83,2.22
Texas,Total Employment,Trump,Donald Trump,2017-2021,8.46,2.08
Utah,Real GDP,Trump,Donald Trump,2017-2021,22.3,5.19
Utah,Real Personal Income,Trump,Donald Trump,2017-2021,38.28,8.47
Utah,Real PCE,Trump,Donald Trump,2017-2021,30.47,6.95
Utah,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.44,6.69
Utah,Real Per Capita PCE,Trump,Donald Trump,2017-2021,22.13,5.2
Utah,Total Employment,Trump,Donald Trump,2017-2021,12.75,3.06
Vermont,Real GDP,Trump,Donald Trump,2017-2021,3.48,0.9
Vermont,Real Personal Income,Trump,Donald Trump,2017-2021,14.95,3.55
Vermont,Real PCE,Trump,Donald Trump,2017-2021,8.33,2.15
Vermont,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.52,3.23
Vermont,Real Per Capita PCE,Trump,Donald Trump,2017-2021,6.99,1.82
Vermont,Total Employment,Trump,Donald Trump,2017-2021,-3.38,-0.81
Virginia,Real GDP,Trump,Donald Trump,2017-2021,9.76,2.39
Virginia,Real Personal Income,Trump,Donald Trump,2017-2021,13.86,3.31
Virginia,Real PCE,Trump,Donald Trump,2017-2021,8.57,2.14
Virginia,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,11.82,2.84
Virginia,Real Per Capita PCE,Trump,Donald Trump,2017-2021,6.63,1.68
Virginia,Total Employment,Trump,Donald Trump,2017-2021,3.12,0.79
Washington,Real GDP,Trump,Donald Trump,2017-2021,19.52,4.59
Washington,Real Personal Income,Trump,Donald Trump,2017-2021,22.16,5.14
Washington,Real PCE,Trump,Donald Trump,2017-2021,12.85,3.14
Washington,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,17.52,4.12
Washington,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.55,2.15
Washington,Total Employment,Trump,Donald Trump,2017-2021,3.21,0.83
West Virginia,Real GDP,Trump,Donald Trump,2017-2021,0.79,0.23
West Virginia,Real Personal Income,Trump,Donald Trump,2017-2021,10.44,2.53
West Virginia,Real PCE,Trump,Donald Trump,2017-2021,3.71,0.92
West Virginia,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,12.76,3.07
West Virginia,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.89,1.45
West Virginia,Total Employment,Trump,Donald Trump,2017-2021,-2.72,-0.65
Wisconsin,Real GDP,Trump,Donald Trump,2017-2021,3.92,1.0
Wisconsin,Real Personal Income,Trump,Donald Trump,2017-2021,15.97,3.79
Wisconsin,Real PCE,Trump,Donald Trump,2017-2021,8.45,2.1
Wisconsin,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,15.11,3.6
Wisconsin,Real Per Capita PCE,Trump,Donald Trump,2017-2021,7.64,1.92
Wisconsin,Total Employment,Trump,Donald Trump,2017-2021,0.1,0.05
Wyoming,Real GDP,Trump,Donald Trump,2017-2021,-1.3,-0.26
Wyoming,Real Personal Income,Trump,Donald Trump,2017-2021,23.32,5.41
Wyoming,Real PCE,Trump,Donald Trump,2017-2021,16.49,3.94
Wyoming,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.62,5.26
Wyoming,Real Per Capita PCE,Trump,Donald Trump,2017-2021,15.83,3.79
Wyoming,Total Employment,Trump,Donald Trump,2017-2021,5.22,1.31
United States,Real GDP,Biden,Joe Biden,2021-2023,5.47,2.7
United States,Real Personal Income,Biden,Joe Biden,2021-2023,-1.21,-0.57
United States,Real PCE,Biden,Joe Biden,2021-2023,5.64,2.78
United States,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.06,-1.0
United States,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.74,2.34
United States,Total Employment,Biden,Joe Biden,2021-2023,6.71,3.3
Alabama,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
Alabama,Real Personal Income,Biden,Joe Biden,2021-2023,-3.97,-1.99
Alabama,Real PCE,Biden,Joe Biden,2021-2023,1.25,0.63
Alabama,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.06,-2.55
Alabama,Real Per Capita PCE,Biden,Joe Biden,2021-2023,0.1,0.06
Alabama,Total Employment,Biden,Joe Biden,2021-2023,6.15,3.03
Alaska,Real GDP,Biden,Joe Biden,2021-2023,5.06,2.58
Alaska,Real Personal Income,Biden,Joe Biden,2021-2023,1.44,0.72
Alaska,Real PCE,Biden,Joe Biden,2021-2023,8.07,3.97
Alaska,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.65,0.82
Alaska,Real Per Capita PCE,Biden,Joe Biden,2021-2023,8.29,4.07
Alaska,Total Employment,Biden,Joe Biden,2021-2023,5.47,2.7
Arizona,Real GDP,Biden,Joe Biden,2021-2023,6.93,3.41
Arizona,Real Personal Income,Biden,Joe Biden,2021-2023,-3.2,-1.55
Arizona,Real PCE,Biden,Joe Biden,2021-2023,3.12,1.55
Arizona,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.27,-2.6
Arizona,Real Per Capita PCE,Biden,Joe Biden,2021-2023,0.92,0.46
Arizona,Total Employment,Biden,Joe Biden,2021-2023,7.29,3.58
Arkansas,Real GDP,Biden,Joe Biden,2021-2023,3.93,1.95
Arkansas,Real Personal Income,Biden,Joe Biden,2021-2023,2.56,1.27
Arkansas,Real PCE,Biden,Joe Biden,2021-2023,5.79,2.86
Arkansas,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.24,0.62
Arkansas,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.44,2.2
Arkansas,Total Employment,Biden,Joe Biden,2021-2023,6.18,3.04
California,Real GDP,Biden,Joe Biden,2021-2023,3.0,1.49
California,Real Personal Income,Biden,Joe Biden,2021-2023,-5.58,-2.74
California,Real PCE,Biden,Joe Biden,2021-2023,5.28,2.61
California,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.15,-2.52
California,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.77,2.84
California,Total Employment,Biden,Joe Biden,2021-2023,6.21,3.06
Colorado,Real GDP,Biden,Joe Biden,2021-2023,7.53,3.7
Colorado,Real Personal Income,Biden,Joe Biden,2021-2023,3.44,1.7
Colorado,Real PCE,Biden,Joe Biden,2021-2023,8.87,4.34
Colorado,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,2.28,1.13
Colorado,Real Per Capita PCE,Biden,Joe Biden,2021-2023,7.65,3.76
Colorado,Total Employment,Biden,Joe Biden,2021-2023,6.38,3.14
Connecticut,Real GDP,Biden,Joe Biden,2021-2023,6.22,3.06
Connecticut,Real Personal Income,Biden,Joe Biden,2021-2023,-1.09,-0.42
Connecticut,Real PCE,Biden,Joe Biden,2021-2023,2.8,1.46
Connecticut,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-1.46,-0.61
Connecticut,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.42,1.27
Connecticut,Total Employment,Biden,Joe Biden,2021-2023,5.56,2.74
Delaware,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
Delaware,Real Personal Income,Biden,Joe Biden,2021-2023,2.07,1.03
Delaware,Real PCE,Biden,Joe Biden,2021-2023,3.36,1.67
Delaware,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.6,-0.3
Delaware,Real Per Capita PCE,Biden,Joe Biden,2021-2023,0.66,0.33
Delaware,Total Employment,Biden,Joe Biden,2021-2023,6.92,3.4
District of Columbia,Real GDP,Biden,Joe Biden,2021-2023,2.01,1.0
District of Columbia,Real Personal Income,Biden,Joe Biden,2021-2023,0.82,0.5
District of Columbia,Real PCE,Biden,Joe Biden,2021-2023,7.18,3.55
District of Columbia,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.65,-0.25
District of Columbia,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.61,2.78
District of Columbia,Total Employment,Biden,Joe Biden,2021-2023,5.02,2.48
Florida,Real GDP,Biden,Joe Biden,2021-2023,10.44,5.1
Florida,Real Personal Income,Biden,Joe Biden,2021-2023,1.21,0.63
Florida,Real PCE,Biden,Joe Biden,2021-2023,7.78,3.82
Florida,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.29,-1.12
Florida,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.06,2.01
Florida,Total Employment,Biden,Joe Biden,2021-2023,9.66,4.72
Georgia,Real GDP,Biden,Joe Biden,2021-2023,5.47,2.7
Georgia,Real Personal Income,Biden,Joe Biden,2021-2023,-2.39,-1.19
Georgia,Real PCE,Biden,Joe Biden,2021-2023,5.0,2.47
Georgia,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-4.51,-2.26
Georgia,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.73,1.36
Georgia,Total Employment,Biden,Joe Biden,2021-2023,7.5,3.69
Hawaii,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
Hawaii,Real Personal Income,Biden,Joe Biden,2021-2023,0.59,0.36
Hawaii,Real PCE,Biden,Joe Biden,2021-2023,8.6,4.21
Hawaii,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.4,0.76
Hawaii,Real Per Capita PCE,Biden,Joe Biden,2021-2023,9.48,4.64
Hawaii,Total Employment,Biden,Joe Biden,2021-2023,6.99,3.44
Idaho,Real GDP,Biden,Joe Biden,2021-2023,7.79,3.82
Idaho,Real Personal Income,Biden,Joe Biden,2021-2023,0.06,0.05
Idaho,Real PCE,Biden,Joe Biden,2021-2023,8.53,4.18
Idaho,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.0,-1.49
Idaho,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.21,2.57
Idaho,Total Employment,Biden,Joe Biden,2021-2023,7.04,3.46
Illinois,Real GDP,Biden,Joe Biden,2021-2023,3.48,1.73
Illinois,Real Personal Income,Biden,Joe Biden,2021-2023,-0.79,-0.31
Illinois,Real PCE,Biden,Joe Biden,2021-2023,7.77,3.82
Illinois,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.33,0.23
Illinois,Real Per Capita PCE,Biden,Joe Biden,2021-2023,8.98,4.39
Illinois,Total Employment,Biden,Joe Biden,2021-2023,5.52,2.72
Indiana,Real GDP,Biden,Joe Biden,2021-2023,4.43,2.2
Indiana,Real Personal Income,Biden,Joe Biden,2021-2023,-2.33,-1.16
Indiana,Real PCE,Biden,Joe Biden,2021-2023,5.79,2.87
Indiana,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.02,-1.51
Indiana,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.04,2.5
Indiana,Total Employment,Biden,Joe Biden,2021-2023,5.71,2.82
Iowa,Real GDP,Biden,Joe Biden,2021-2023,0.45,0.22
Iowa,Real Personal Income,Biden,Joe Biden,2021-2023,-1.22,-0.6
Iowa,Real PCE,Biden,Joe Biden,2021-2023,3.5,1.75
Iowa,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-1.5,-0.74
Iowa,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.21,1.6
Iowa,Total Employment,Biden,Joe Biden,2021-2023,3.82,1.89
Kansas,Real GDP,Biden,Joe Biden,2021-2023,6.37,3.14
Kansas,Real Personal Income,Biden,Joe Biden,2021-2023,2.71,1.35
Kansas,Real PCE,Biden,Joe Biden,2021-2023,6.34,3.13
Kansas,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,2.62,1.3
Kansas,Real Per Capita PCE,Biden,Joe Biden,2021-2023,6.25,3.09
Kansas,Total Employment,Biden,Joe Biden,2021-2023,4.07,2.02
Kentucky,Real GDP,Biden,Joe Biden,2021-2023,4.32,2.14
Kentucky,Real Personal Income,Biden,Joe Biden,2021-2023,-4.32,-2.15
Kentucky,Real PCE,Biden,Joe Biden,2021-2023,2.8,1.39
Kentucky,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-4.71,-2.36
Kentucky,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.38,1.18
Kentucky,Total Employment,Biden,Joe Biden,2021-2023,6.0,2.96
Louisiana,Real GDP,Biden,Joe Biden,2021-2023,4.53,2.28
Louisiana,Real Personal Income,Biden,Joe Biden,2021-2023,-1.12,-0.47
Louisiana,Real PCE,Biden,Joe Biden,2021-2023,5.75,2.84
Louisiana,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.04,0.1
Louisiana,Real Per Capita PCE,Biden,Joe Biden,2021-2023,6.98,3.43
Louisiana,Total Employment,Biden,Joe Biden,2021-2023,5.18,2.56
Maine,Real GDP,Biden,Joe Biden,2021-2023,5.7,2.81
Maine,Real Personal Income,Biden,Joe Biden,2021-2023,0.82,0.55
Maine,Real PCE,Biden,Joe Biden,2021-2023,6.61,3.33
Maine,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.4,-0.05
Maine,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.32,2.71
Maine,Total Employment,Biden,Joe Biden,2021-2023,4.77,2.36
Maryland,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
Maryland,Real Personal Income,Biden,Joe Biden,2021-2023,0.7,0.38
Maryland,Real PCE,Biden,Joe Biden,2021-2023,6.2,3.06
Maryland,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.61,0.33
Maryland,Real Per Capita PCE,Biden,Joe Biden,2021-2023,6.11,3.01
Maryland,Total Employment,Biden,Joe Biden,2021-2023,6.06,2.98
Massachusetts,Real GDP,Biden,Joe Biden,2021-2023,3.29,1.63
Massachusetts,Real Personal Income,Biden,Joe Biden,2021-2023,-3.59,-1.72
Massachusetts,Real PCE,Biden,Joe Biden,2021-2023,3.59,1.8
Massachusetts,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.72,-1.79
Massachusetts,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.45,1.73
Massachusetts,Total Employment,Biden,Joe Biden,2021-2023,5.75,2.83
Michigan,Real GDP,Biden,Joe Biden,2021-2023,4.5,2.23
Michigan,Real Personal Income,Biden,Joe Biden,2021-2023,-2.91,-1.44
Michigan,Real PCE,Biden,Joe Biden,2021-2023,2.19,1.09
Michigan,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.9,-1.43
Michigan,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.2,1.1
Michigan,Total Employment,Biden,Joe Biden,2021-2023,6.21,3.06
Minnesota,Real GDP,Biden,Joe Biden,2021-2023,3.43,1.7
Minnesota,Real Personal Income,Biden,Joe Biden,2021-2023,-2.61,-1.31
Minnesota,Real PCE,Biden,Joe Biden,2021-2023,4.62,2.29
Minnesota,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.95,-1.48
Minnesota,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.26,2.12
Minnesota,Total Employment,Biden,Joe Biden,2021-2023,5.01,2.47
Mississippi,Real GDP,Biden,Joe Biden,2021-2023,3.35,1.66
Mississippi,Real Personal Income,Biden,Joe Biden,2021-2023,-5.8,-2.84
