Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.0,1.71
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,4.57,1.12
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Total Employment,Obama 2,Barack Obama,2013-2017,4.25,1.05
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Personal Income,Trump,Donald Trump,2017-2021,16.93,4.0
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real PCE,Trump,Donald Trump,2017-2021,10.21,2.55
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,16.31,3.86
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.63,2.42
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Total Employment,Trump,Donald Trump,2017-2021,-0.18,-0.0
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Personal Income,Biden,Joe Biden,2021-2023,-4.15,-2.08
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real PCE,Biden,Joe Biden,2021-2023,3.18,1.59
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.77,-1.88
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.6,1.8
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Total Employment,Biden,Joe Biden,2021-2023,5.83,2.87
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Obama 1,Barack Obama,2009-2013,4.69,1.16
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.45,1.86
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real PCE,Obama 1,Barack Obama,2009-2013,4.25,1.05
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.99,1.51
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,2.83,0.7
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Total Employment,Obama 1,Barack Obama,2009-2013,2.4,0.6
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.86,1.91
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real PCE,Obama 2,Barack Obama,2013-2017,7.53,1.84
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,6.19,1.52
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,5.87,1.44
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Total Employment,Obama 2,Barack Obama,2013-2017,6.06,1.48
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Personal Income,Trump,Donald Trump,2017-2021,16.11,3.83
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real PCE,Trump,Donald Trump,2017-2021,10.96,2.69
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.82,3.54
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.72,2.41
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Total Employment,Trump,Donald Trump,2017-2021,0.21,0.11
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Personal Income,Biden,Joe Biden,2021-2023,-2.4,-1.06
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real PCE,Biden,Joe Biden,2021-2023,4.12,2.1
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.29,-1.02
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.23,2.15
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Total Employment,Biden,Joe Biden,2021-2023,6.44,3.17
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Obama 1,Barack Obama,2009-2013,8.73,2.12
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.03,1.24
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real PCE,Obama 1,Barack Obama,2009-2013,4.56,1.12
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,1.7,0.43
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,1.24,0.31
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Total Employment,Obama 1,Barack Obama,2009-2013,5.62,1.38
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Obama 2,Barack Obama,2013-2017,12.39,2.96
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Personal Income,Obama 2,Barack Obama,2013-2017,19.02,4.45
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real PCE,Obama 2,Barack Obama,2013-2017,13.48,3.21
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.61,3.25
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,8.33,2.02
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Total Employment,Obama 2,Barack Obama,2013-2017,10.32,2.49
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Trump,Donald Trump,2017-2021,9.25,2.27
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Personal Income,Trump,Donald Trump,2017-2021,19.55,4.58
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real PCE,Trump,Donald Trump,2017-2021,13.95,3.34
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.3,3.41
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.94,2.19
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Total Employment,Trump,Donald Trump,2017-2021,6.46,1.6
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Biden,Joe Biden,2021-2023,6.73,3.31
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Personal Income,Biden,Joe Biden,2021-2023,1.15,0.61
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real PCE,Biden,Joe Biden,2021-2023,7.49,3.68
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.23,-1.08
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.89,1.93
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Total Employment,Biden,Joe Biden,2021-2023,7.24,3.55
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Obama 1,Barack Obama,2009-2013,9.84,2.4
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.25,1.37
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real PCE,Obama 1,Barack Obama,2009-2013,5.23,1.29
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,0.98,0.33
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,0.96,0.25
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Total Employment,Obama 1,Barack Obama,2009-2013,4.45,1.09
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Obama 2,Barack Obama,2013-2017,6.18,1.51
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.66,3.04
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real PCE,Obama 2,Barack Obama,2013-2017,14.95,3.55
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,8.91,2.18
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,11.13,2.68
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Total Employment,Obama 2,Barack Obama,2013-2017,3.44,0.85
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Trump,Donald Trump,2017-2021,7.56,1.86
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Personal Income,Trump,Donald Trump,2017-2021,24.2,5.68
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real PCE,Trump,Donald Trump,2017-2021,8.99,2.27
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,20.57,4.9
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.81,1.51
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Total Employment,Trump,Donald Trump,2017-2021,3.95,0.98
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.59
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Personal Income,Biden,Joe Biden,2021-2023,2.42,1.2
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real PCE,Biden,Joe Biden,2021-2023,7.15,3.53
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.14,-0.07
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.47,2.22
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Total Employment,Biden,Joe Biden,2021-2023,5.12,2.53
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Obama 1,Barack Obama,2009-2013,10.8,2.6
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.9,1.45
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real PCE,Obama 1,Barack Obama,2009-2013,3.4,0.84
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,2.62,0.65
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,0.2,0.05
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Total Employment,Obama 1,Barack Obama,2009-2013,4.71,1.16
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Obama 2,Barack Obama,2013-2017,11.64,2.79
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.62,3.03
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real PCE,Obama 2,Barack Obama,2013-2017,12.11,2.9
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,8.75,2.13
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,8.26,2.0
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Total Employment,Obama 2,Barack Obama,2013-2017,9.31,2.25
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Trump,Donald Trump,2017-2021,12.61,3.07
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Personal Income,Trump,Donald Trump,2017-2021,26.1,5.99
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real PCE,Trump,Donald Trump,2017-2021,17.34,4.15
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.04,5.12
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita PCE,Trump,Donald Trump,2017-2021,13.56,3.3
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Total Employment,Trump,Donald Trump,2017-2021,6.58,1.63
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Biden,Joe Biden,2021-2023,5.46,2.7
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Personal Income,Biden,Joe Biden,2021-2023,-2.06,-1.0
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real PCE,Biden,Joe Biden,2021-2023,4.22,2.09
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-4.3,-2.14
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real Per Capita PCE,Biden,Joe Biden,2021-2023,1.84,0.92
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Total Employment,Biden,Joe Biden,2021-2023,7.32,3.6
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Obama 1,Barack Obama,2009-2013,17.6,4.14
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real Personal Income,Obama 1,Barack Obama,2009-2013,16.32,3.88
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real PCE,Obama 1,Barack Obama,2009-2013,11.47,2.76
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.12,2.23
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,4.57,1.13
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Total Employment,Obama 1,Barack Obama,2009-2013,9.36,2.27
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Obama 2,Barack Obama,2013-2017,10.29,2.49
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.51,3.03
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real PCE,Obama 2,Barack Obama,2013-2017,15.78,3.73
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,5.51,1.39
